,X,height,weight
1147,1147,168.76,65.96
1148,1148,178.25,56.61
1149,1149,170.53,57.94
1150,1150,169.97,57.04
1151,1151,174.33,49.69
1152,1152,170.07,48.82
1153,1153,177.73,60.75
1154,1154,169.99,61.11
1155,1155,174.66,63.26
1156,1156,171.21,57.54
1157,1157,167,61.05
1158,1158,167.34,45.29
1159,1159,169.61,58.64
1160,1160,170.08,58.6
1161,1161,161.2,46.96
1162,1162,173.61,52.43
1163,1163,163.66,47.51
1164,1164,161.35,59.35
1165,1165,169.83,58.47
1166,1166,166.46,46.45
1167,1167,182.43,60.35
1168,1168,174.92,66.27
1169,1169,179.81,63.79
1170,1170,175.31,60.01
1171,1171,171.08,53.84
1172,1172,168.48,60.45
1173,1173,172.11,61.1
1174,1174,174.37,58.74
1175,1175,173.2,61.94
1176,1176,181.71,60.7
1177,1177,174.22,58.04
1178,1178,181.2,59
1179,1179,170.66,59.02
1180,1180,171.96,58.13
1181,1181,162.89,60.72
1182,1182,177.55,63.68
1183,1183,169.47,52.18
1184,1184,176.16,61.54
1185,1185,177.06,64.71
1186,1186,172.05,64.82
1187,1187,173.15,52.07
1188,1188,182.75,67.69
1189,1189,171.13,59.82
1190,1190,165.96,57.54
1191,1191,166.72,46.82
1192,1192,175.05,56.77
1193,1193,166.23,59.18
1194,1194,173.02,56.34
1195,1195,176.59,63.69
1196,1196,176.28,56.28
1197,1197,177.82,60.23
1198,1198,174.24,58.98
1199,1199,164.5,48.3
1200,1200,171.52,49.37
1201,1201,169.47,49.81
1202,1202,172.59,56.34
1203,1203,175.51,59.57
1204,1204,177.92,62.25
1205,1205,172.52,52.56
1206,1206,172.7,53.41
1207,1207,175.06,52.88
1208,1208,169.55,52.3
1209,1209,172.9,58.88
1210,1210,174.65,67.46
1211,1211,180.16,57.12
1212,1212,173.48,52.32
1213,1213,173.72,63.97
1214,1214,173.94,58.82
1215,1215,176.46,62.09
1216,1216,168.48,55.83
1217,1217,169.89,53.44
1218,1218,165.61,46.43
1219,1219,173.67,59.18
1220,1220,170.45,65.51
1221,1221,175.44,54.49
1222,1222,180.74,65.37
1223,1223,175.09,52.04
1224,1224,172.99,64.11
1225,1225,163.72,51.96
1226,1226,167.56,55.11
1227,1227,174.58,54.05
1228,1228,179.16,61.25
1229,1229,171.21,52.52
1230,1230,167.93,55.82
1231,1231,176.46,60.28
1232,1232,180.23,61.76
1233,1233,166.54,56.24
1234,1234,166.35,52.68
1235,1235,174.99,60.32
1236,1236,171.7,62.49
1237,1237,168.08,60.39
1238,1238,174.51,51.74
1239,1239,166.31,62.36
1240,1240,172.02,59.59
1241,1241,177.86,62.16
1242,1242,177.09,61.22
1243,1243,172.49,51.61
1244,1244,166.66,60.06
1245,1245,181.37,60.51
1246,1246,168.35,48.37
1247,1247,166.85,51.76
1248,1248,169.82,57.3
1249,1249,173.3,57.4
1250,1250,167.95,50.24
1251,1251,181.17,59.96
1252,1252,178.33,60.57
1253,1253,180.43,65.24
1254,1254,173.19,58.85
1255,1255,175.24,48.28
1256,1256,172.61,55.24
1257,1257,176.53,53.53
1258,1258,170.5,48.32
1259,1259,172.1,58.19
1260,1260,171.91,57.74
1261,1261,164.39,46.63
1262,1262,177.11,57.91
1263,1263,174,63.32
1264,1264,179.23,60.38
1265,1265,169.13,54.49
1266,1266,162.06,46.39
1267,1267,168.63,60.8
1268,1268,169.65,55.03
1269,1269,170.15,49.04
1270,1270,184.45,66.07
1271,1271,172.23,52.06
1272,1272,174.34,56.48
1273,1273,167.18,51.47
1274,1274,169.1,57.2
1275,1275,168.66,56.19
1276,1276,169.57,54.61
1277,1277,175.32,56.36
1278,1278,178.43,58.97
1279,1279,178.27,62.18
1280,1280,171.79,57.49
1281,1281,168.75,53.58
1282,1282,171.46,54.22
1283,1283,173.22,60.85
1284,1284,168.46,54.38
1285,1285,178.66,63.54
1286,1286,172.66,63.15
1287,1287,167.83,47.61
1288,1288,172.72,63.57
1289,1289,166.33,63.32
1290,1290,170.17,53.68
1291,1291,177.53,55.19
1292,1292,172.8,59.05
1293,1293,177.83,62.61
1294,1294,169.96,54.35
1295,1295,181.43,64.11
1296,1296,163.64,58.02
1297,1297,174.33,55.57
1298,1298,178.18,61.42
1299,1299,168.68,46.75
1300,1300,165.79,55.69
1301,1301,170.25,54.06
1302,1302,168.49,63.23
1303,1303,177.94,56.22
1304,1304,181.59,60.04
1305,1305,170.48,52.58
1306,1306,174.24,59.41
1307,1307,169.47,56.57
1308,1308,173.56,56.05
1309,1309,168.98,53.91
1310,1310,177.31,61.36
1311,1311,178.28,63.26
1312,1312,171.97,54.52
1313,1313,169.51,51.21
1314,1314,173.67,52.39
1315,1315,173.08,58.27
1316,1316,173.42,55.57
1317,1317,175.71,58.62
1318,1318,168.86,58.37
1319,1319,168.34,60.29
1320,1320,172.22,58.95
1321,1321,184.57,62.93
1322,1322,179.38,62.93
1323,1323,171.33,47.98
1324,1324,174.04,61.35
1325,1325,183.03,66.73
1326,1326,164.38,49.27
1327,1327,168.89,58.42
1328,1328,182.66,66.95
1329,1329,173.68,58.24
1330,1330,176.38,57.73
1331,1331,166.82,58.4
1332,1332,172.67,55.88
1333,1333,173.2,55.29
1334,1334,171.94,55.04
1335,1335,169.82,56.34
1336,1336,174,59.14
1337,1337,168.83,53.35
1338,1338,179.16,66.66
1339,1339,174.25,58.28
1340,1340,170.53,52.41
1341,1341,162.12,47.16
1342,1342,171.18,55.47
1343,1343,181.14,56.45
1344,1344,172.67,45.49
1345,1345,172.22,59.71
1346,1346,180.48,61.05
1347,1347,179.52,67.29
1348,1348,176.41,68.56
1349,1349,172.1,55
1350,1350,168.6,60.12
1351,1351,169.95,53.51
1352,1352,171.09,54.55
1353,1353,177.89,64.07
1354,1354,173.84,58.58
1355,1355,174.92,67.3
1356,1356,168.7,50.88
1357,1357,174.2,58.93
1358,1358,175.3,55.8
1359,1359,162.88,45.01
1360,1360,184.37,63.03
1361,1361,176.63,59.79
1362,1362,176.08,57.85
1363,1363,170.84,61.99
1364,1364,174.77,57.3
1365,1365,167.22,50.37
1366,1366,175.63,58.22
1367,1367,169.58,55.78
1368,1368,173,64.04
1369,1369,168.98,57.54
1370,1370,169.48,53.48
1371,1371,169.34,52.26
1372,1372,167.99,62.03
1373,1373,172.83,57.34
1374,1374,171.12,58.53
1375,1375,173.68,64.4
1376,1376,174.35,61.87
1377,1377,170.35,55.25
1378,1378,176,66.55
1379,1379,177.74,64.62
1380,1380,173.65,63.52
1381,1381,173.25,49.76
1382,1382,171.06,61.11
1383,1383,167.42,57.81
1384,1384,171.14,49.36
1385,1385,179.77,62.71
1386,1386,185.03,68.61
1387,1387,164.99,58.89
1388,1388,174.43,51.23
1389,1389,174.59,58.5
1390,1390,171.03,60.34
1391,1391,169.39,56.56
1392,1392,167.26,55.03
1393,1393,179.87,62.45
1394,1394,165.34,57
1395,1395,179.37,61.3
1396,1396,172.62,48.65
1397,1397,179.55,65.32
1398,1398,168.51,45.57
1399,1399,182.83,58.97
1400,1400,178.24,63.83
1401,1401,179.4,65.08
1402,1402,176.85,59.08
1403,1403,165.54,56.12
1404,1404,175.5,69.8
1405,1405,182.42,62.29
1406,1406,174.4,64.24
1407,1407,170.63,57.46
1408,1408,172.73,59.78
1409,1409,179.76,54.8
1410,1410,174.82,54.26
1411,1411,177.92,57.87
1412,1412,175.14,60.81
1413,1413,163.61,49.16
1414,1414,162.12,56.65
1415,1415,173.62,55.73
1416,1416,175.91,58.84
1417,1417,176.18,68.82
1418,1418,179.63,61.47
1419,1419,171.68,57.62
1420,1420,180.31,62.46
1421,1421,172.06,56.39
1422,1422,180.61,70.03
1423,1423,182.78,60.73
1424,1424,166.98,53.21
1425,1425,166.73,58.14
1426,1426,173.66,53.5
1427,1427,179.09,57.9
1428,1428,168.74,58.85
1429,1429,169.17,59.49
1430,1430,172.81,58.05
1431,1431,177.38,55.64
1432,1432,173.28,65.04
1433,1433,172.16,48.28
1434,1434,170.66,56.6
1435,1435,168.07,51.5
1436,1436,167.6,47.79
1437,1437,178.75,56.8
1438,1438,170.14,54.37
1439,1439,175.44,61.18
1440,1440,163.57,50.76
1441,1441,178.56,57.37
1442,1442,173.91,57.41
1443,1443,172.91,62.82
1444,1444,176.92,64.94
1445,1445,172.34,56.48
1446,1446,174.78,54
1447,1447,174.96,58.67
1448,1448,181.08,63.97
1449,1449,164.94,56.59
1450,1450,163.57,53.32
1451,1451,171.73,58.04
1452,1452,166.03,56.85
1453,1453,174.17,63.38
1454,1454,176.86,60.05
1455,1455,164.24,58.67
1456,1456,180.8,63.14
1457,1457,166.87,55.14
1458,1458,167.78,55.61
1459,1459,170.31,53.18
1460,1460,173.8,61.57
1461,1461,174.1,56.1
1462,1462,167.52,46.59
1463,1463,170.06,54.06
1464,1464,164.89,47.31
1465,1465,169.15,58.54
1466,1466,173.17,62.62
1467,1467,176.72,62.81
1468,1468,182.01,59.08
1469,1469,165.27,56.37
1470,1470,169.81,57.94
1471,1471,172.32,56.75
1472,1472,175.84,54.89
1473,1473,177.17,58.05
1474,1474,171.42,55.04
1475,1475,173.04,58.61
1476,1476,174,57.75
1477,1477,171.45,51.25
1478,1478,174.84,60.06
1479,1479,166.14,50.09
1480,1480,173.51,63.05
1481,1481,174.71,58.33
1482,1482,166.12,60.24
1483,1483,169.56,56.63
1484,1484,179.45,69.27
1485,1485,180.28,54.91
1486,1486,169.57,57.73
1487,1487,168.32,54.48
1488,1488,171.05,57.76
1489,1489,171.17,50.29
1490,1490,180.45,69.56
1491,1491,161.9,50.26
1492,1492,169.98,54.86
1493,1493,167.26,55.95
1494,1494,170.27,52.71
1495,1495,172.54,61.13
1496,1496,169.49,51.57
1497,1497,168.52,51.21
1498,1498,168.99,57.79
1499,1499,174.27,56.69
1500,1500,167.92,52.3
1501,1501,170.21,62.94
1502,1502,178.96,60.38
1503,1503,165.93,59.12
1504,1504,170.9,51.76
1505,1505,178.75,62.34
1506,1506,172.84,51.88
1507,1507,178.74,63.19
1508,1508,173.69,56.49
1509,1509,172.18,58.91
1510,1510,177.24,64.23
1511,1511,176.77,56.83
1512,1512,172.67,53.99
1513,1513,167.24,48.49
1514,1514,170.16,56.79
1515,1515,161.41,52.44
1516,1516,181.63,58.35
1517,1517,177.65,58.61
1518,1518,180.87,65.98
1519,1519,181.77,55.99
1520,1520,165.89,56.46
1521,1521,165.57,55.6
1522,1522,165.74,54.49
1523,1523,171.36,58.27
1524,1524,170.88,50.52
1525,1525,165.03,53.34
1526,1526,164.1,49.59
1527,1527,177.13,60.22
1528,1528,172.15,56.26
1529,1529,176.04,61.97
1530,1530,181.31,64.87
1531,1531,166.65,53.14
1532,1532,168.23,59.26
1533,1533,168.99,62.26
1534,1534,171.49,58.42
1535,1535,172.02,51.93
1536,1536,174.17,62.73
1537,1537,168.24,55.81
1538,1538,172.09,55.26
1539,1539,173.44,67.67
1540,1540,173.74,62.16
1541,1541,167.88,62.82
1542,1542,177.89,53.83
1543,1543,166.29,52.88
1544,1544,168.83,59.6
1545,1545,172.35,58.7
1546,1546,178.73,59.57
1547,1547,172.96,56.71
1548,1548,177.96,59.73
1549,1549,171.85,54.83
1550,1550,175.48,55.21
1551,1551,173.76,67
1552,1552,175.59,59.18
1553,1553,172.65,63.41
1554,1554,171.78,57.37
1555,1555,169.68,52.91
1556,1556,174.18,59.99
1557,1557,171.33,59.18
1558,1558,174.34,60.08
1559,1559,167.45,56.4
1560,1560,179.57,58.73
1561,1561,172.96,59.48
1562,1562,176.54,54.99
1563,1563,170.28,52.93
1564,1564,175.38,64.98
1565,1565,179.48,63.47
1566,1566,172.58,57.6
1567,1567,174.02,52.73
1568,1568,174.78,65.95
1569,1569,170.56,61.64
1570,1570,173.59,57.18
1571,1571,171.16,59.34
1572,1572,164.81,59.66
1573,1573,166.46,56.71
1574,1574,176.26,66.61
1575,1575,168.83,49.54
1576,1576,160.67,54.7
1577,1577,171.74,50.95
1578,1578,177.5,62.72
1579,1579,178.2,61.93
1580,1580,179.35,61.61
1581,1581,181.32,67.37
1582,1582,169.01,54.56
1583,1583,180.49,60.5
1584,1584,171.8,63.44
1585,1585,162.16,58.44
1586,1586,169.65,54.85
1587,1587,174.27,56.93
1588,1588,178.84,53.3
1589,1589,165.62,60.68
1590,1590,175.48,55.25
1591,1591,173.47,61.33
1592,1592,167.23,50.57
1593,1593,170.65,53.14
1594,1594,172.4,59.68
1595,1595,171.49,59.05
1596,1596,172.69,56.51
1597,1597,178.66,57.78
1598,1598,170.94,53.71
1599,1599,167.53,53.79
1600,1600,165.82,53.11
1601,1601,182.53,57.75
1602,1602,170.99,58.42
1603,1603,174.05,66.91
1604,1604,177.16,59.87
1605,1605,167.03,58.74
1606,1606,170.84,64.59
1607,1607,171.68,55.81
1608,1608,166.49,51.92
1609,1609,179.27,60.78
1610,1610,164.94,58.62
1611,1611,177.44,60.29
1612,1612,179.88,58.92
1613,1613,173.48,63.1
1614,1614,171.57,59.59
1615,1615,182.62,61.3
1616,1616,174.8,59.15
1617,1617,174.19,65.64
1618,1618,167.68,55.21
1619,1619,170.83,50.12
1620,1620,179.21,67.99
1621,1621,168.39,56.11
1622,1622,174.17,58.18
1623,1623,174.26,56.71
1624,1624,172.71,58.77
1625,1625,167.97,56.95
1626,1626,168.69,59.8
1627,1627,173.8,63.44
1628,1628,169.69,51.7
1629,1629,172.02,52.61
1630,1630,180.32,53.32
1631,1631,171.6,59.47
1632,1632,175.58,51.47
1633,1633,172.66,65.58
1634,1634,168.4,64.15
1635,1635,176.05,63.43
1636,1636,166.71,49.12
1637,1637,168.21,53.11
1638,1638,169.53,57.43
1639,1639,176.94,61.19
1640,1640,173.27,59.8
1641,1641,175.98,49.47
1642,1642,176.89,57.92
1643,1643,181.56,55.3
1644,1644,176.21,62.37
1645,1645,165.58,57.8
1646,1646,162.62,50.55
1647,1647,169.13,54.99
1648,1648,167.17,62.9
1649,1649,167.9,52.78
1650,1650,174.15,62.26
1651,1651,172.45,55.26
1652,1652,181.42,52.92
1653,1653,167.61,57.1
1654,1654,180.23,51.97
1655,1655,163.51,57.42
1656,1656,177.21,59.5
1657,1657,168.83,53.95
1658,1658,172.11,62.45
1659,1659,180.79,58.7
1660,1660,170.98,58.03
1661,1661,178.36,62.27
1662,1662,176,58.72
1663,1663,168.55,60.47
1664,1664,175.96,56.53
1665,1665,168.6,51.62
1666,1666,160.63,52.93
1667,1667,175.72,62.85
1668,1668,175.55,56.83
1669,1669,171.4,59.16
1670,1670,177.17,60.82
1671,1671,176.84,64.99
1672,1672,167.52,64.44
1673,1673,174.98,63.35
1674,1674,170.79,60.02
1675,1675,172.05,62.76
1676,1676,174.56,55.77
1677,1677,165.61,60.11
1678,1678,168.37,48.3
1679,1679,172.77,61.15
1680,1680,169.91,59.31
1681,1681,172.21,55.49
1682,1682,169.3,61.64
1683,1683,177.22,54.15
1684,1684,173.8,53.34
1685,1685,166.51,52.35
1686,1686,173.6,47.43
1687,1687,168.3,56.02
1688,1688,168.67,62.75
1689,1689,174.36,59.9
1690,1690,174.51,53.13
1691,1691,172.8,64.19
1692,1692,168.29,58.72
1693,1693,170.35,54.65
1694,1694,167.14,54.98
1695,1695,172.85,60.37
1696,1696,171.52,57.94
1697,1697,168.55,55.9
1698,1698,180.01,62.05
1699,1699,173.47,51.7
1700,1700,170.27,53.49
1701,1701,180.12,55.2
1702,1702,174.69,65.92
1703,1703,174.77,58.43
1704,1704,169.69,50.04
1705,1705,165.17,57.49
1706,1706,182.46,63.92
1707,1707,171.22,62.6
1708,1708,174.91,60.08
1709,1709,168.65,57.62
1710,1710,172.47,66.25
1711,1711,175.36,64.17
1712,1712,168.31,57.31
1713,1713,173.9,55.06
1714,1714,169.88,52.82
1715,1715,181.26,62.98
1716,1716,167.8,52.64
1717,1717,169.29,52.43
1718,1718,171.02,52.92
1719,1719,173.24,62.81
1720,1720,176.78,49.16
1721,1721,171.47,60.55
1722,1722,172.73,58.03
1723,1723,176.57,58.29
1724,1724,172.73,52.3
1725,1725,171.69,56.63
1726,1726,177.27,61.83
1727,1727,183.81,55.23
1728,1728,173.06,57.48
1729,1729,172.31,54.34
1730,1730,174.95,64.45
1731,1731,167.74,58.88
1732,1732,167.17,59.42
1733,1733,175.84,58.37
1734,1734,164.4,50.71
1735,1735,173.95,59.97
1736,1736,173.43,60.83
1737,1737,166.39,57.84
1738,1738,169.5,51.89
1739,1739,175.77,62.58
1740,1740,181.47,63.58
1741,1741,178.03,57.04
1742,1742,176.97,60.9
1743,1743,182.08,61.91
1744,1744,180.59,55.96
1745,1745,171.84,59.05
1746,1746,178.84,67.88
1747,1747,173.57,52.35
1748,1748,164.4,49.68
1749,1749,164.09,49.32
1750,1750,169.99,50.91
1751,1751,173.9,58.9
1752,1752,170.68,61.97
1753,1753,172.18,50.37
1754,1754,169.36,54.05
1755,1755,171.16,54.42
1756,1756,172.72,56.21
1757,1757,165.8,53.38
1758,1758,175.62,64.4
1759,1759,171.35,55.42
1760,1760,174.94,52.42
1761,1761,172.78,61.87
1762,1762,178.66,54.63
1763,1763,172.86,54.93
1764,1764,169.24,60.52
1765,1765,168.24,57.78
1766,1766,179.54,63.02
1767,1767,172.53,63.6
1768,1768,172.68,56.33
1769,1769,172.31,62.05
1770,1770,180.02,62.05
1771,1771,174.43,58.89
1772,1772,166.71,51.47
1773,1773,170.14,57.81
1774,1774,176.27,53.44
1775,1775,172.66,57.64
1776,1776,175.32,56.1
1777,1777,165.26,54.93
1778,1778,174.43,53.7
1779,1779,171.63,52.28
1780,1780,169.85,59.46
1781,1781,168.73,49.98
1782,1782,173.79,58.53
1783,1783,177.38,63.82
1784,1784,168.62,54.86
1785,1785,176.99,60.9
1786,1786,167.9,52.66
1787,1787,167.2,53.36
1788,1788,174.53,57.28
1789,1789,181.32,62.11
1790,1790,177.12,68.94
1791,1791,173.67,58.26
1792,1792,165.24,51.63
1793,1793,163.53,48
1794,1794,175.83,60.84
1795,1795,169.36,60
1796,1796,175.66,60.87
1797,1797,171.53,66.54
1798,1798,179.61,59.47
1799,1799,175.43,60.23
1800,1800,168.57,63.63
1801,1801,177.15,65.61
1802,1802,177.09,58.56
1803,1803,170.19,62.53
1804,1804,173.73,56.89
1805,1805,166.93,58.65
1806,1806,178.85,58.65
1807,1807,167.85,47.65
1808,1808,168.51,56.75
1809,1809,165.74,58.09
1810,1810,171.54,55.87
1811,1811,173.25,50.22
1812,1812,171.24,51.85
1813,1813,177.36,62.17
1814,1814,168.41,57.02
1815,1815,175.42,63.8
1816,1816,176.9,59.46
1817,1817,179.72,63.47
1818,1818,171.49,62.9
1819,1819,171.47,53.17
1820,1820,170.95,49.83
1821,1821,172.13,58.62
1822,1822,178.13,61.23
1823,1823,168.35,48.99
1824,1824,184.1,66.28
1825,1825,170.01,57.83
1826,1826,170.8,60.48
1827,1827,176.02,56.55
1828,1828,182.08,55.91
1829,1829,177.02,56.7
1830,1830,173.3,52.78
1831,1831,179.76,56.43
1832,1832,176.88,60.18
1833,1833,171.51,56.27
1834,1834,178.48,62.34
1835,1835,171.01,50.84
1836,1836,167.2,53.42
1837,1837,170.89,48.53
1838,1838,173.93,57.92
1839,1839,168.06,54.17
1840,1840,180.66,58.78
1841,1841,171.48,57.2
1842,1842,172.68,54.67
1843,1843,179.74,66.7
1844,1844,173.07,56.09
1845,1845,177.07,56.58
1846,1846,175.97,58.55
1847,1847,172.01,60.35
1848,1848,181.25,61.15
1849,1849,165.13,52.3
1850,1850,169.09,51.74
1851,1851,168.18,57.28
1852,1852,173.8,55.05
1853,1853,173.38,62.21
1854,1854,182.02,58.96
1855,1855,179.67,67.65
1856,1856,174.79,59.71
1857,1857,172.23,56.41
1858,1858,170.89,56.21
1859,1859,178.27,61.53
1860,1860,178.08,55
1861,1861,171.59,59.5
1862,1862,165.6,61.21
1863,1863,180.59,64
1864,1864,161.09,48.21
1865,1865,177.48,63.49
1866,1866,170.88,63.42
1867,1867,168.12,56.55
1868,1868,166.92,61.12
1869,1869,172.96,61.65
1870,1870,175.57,60.52
1871,1871,176.4,51.74
1872,1872,170.43,65.43
1873,1873,174.01,57.79
1874,1874,173.08,51.88
1875,1875,169,53.9
1876,1876,170.96,53.84
1877,1877,168.82,51.84
1878,1878,173.31,53.06
1879,1879,177.96,63.13
1880,1880,175.94,64.22
1881,1881,178.19,53.14
1882,1882,167.84,62.02
1883,1883,175.15,59.3
1884,1884,169.59,56.36
1885,1885,177.32,63.9
1886,1886,172.55,56.77
1887,1887,176.4,68.58
1888,1888,180.7,53.53
1889,1889,169.79,51.84
1890,1890,172.1,53.72
1891,1891,179.91,58.49
1892,1892,175.81,57.35
1893,1893,173.24,60.27
1894,1894,171,60.25
1895,1895,171.36,59.13
1896,1896,171.98,50.03
1897,1897,174.21,59.62
1898,1898,178.26,64.72
1899,1899,177.42,62.07
1900,1900,174.81,64.3
1901,1901,174.2,56.07
1902,1902,168.08,55.17
1903,1903,173.47,51.09
1904,1904,167.68,54.82
1905,1905,178.89,56.4
1906,1906,167.51,56.73
1907,1907,170.9,54.9
1908,1908,178.4,63.5
1909,1909,168.59,61.84
1910,1910,166.93,56.29
1911,1911,184.63,68.01
1912,1912,166.44,48.83
1913,1913,174.54,58.38
1914,1914,176.13,60.35
1915,1915,171.15,56.97
1916,1916,172.85,59.29
1917,1917,177.46,68.67
1918,1918,163.87,52.08
1919,1919,175.78,63.24
1920,1920,172.68,57.88
1921,1921,178.18,63.13
1922,1922,179.07,59.3
1923,1923,169.84,61.13
1924,1924,174.37,47.43
1925,1925,172.5,51.39
1926,1926,175.88,52.71
1927,1927,163.78,49.63
1928,1928,181.98,57.5
1929,1929,177.92,66.54
1930,1930,173.03,57.44
1931,1931,165.69,55.42
1932,1932,173.41,57.93
1933,1933,168.09,56.58
1934,1934,167.21,55.73
1935,1935,166.7,48.67
1936,1936,180.16,50.58
1937,1937,176,59.17
1938,1938,177.59,60.14
1939,1939,184.74,57.05
1940,1940,173.86,51.23
1941,1941,168.89,55.78
1942,1942,183.43,55.58
1943,1943,176.62,63.04
1944,1944,164.59,55.52
1945,1945,171.15,57.49
1946,1946,171.84,59.66
1947,1947,177.83,65.54
1948,1948,167.79,60.4
1949,1949,165.63,49.74
1950,1950,173.72,60.23
1951,1951,162.54,56.02
1952,1952,178.61,54.37
1953,1953,178.19,55.78
1954,1954,172.76,55.61
1955,1955,172.87,57
1956,1956,170.14,53.11
1957,1957,174.77,64.68
1958,1958,178.56,51.89
1959,1959,166.83,50.36
1960,1960,175.96,64.19
1961,1961,182.09,57.34
1962,1962,170.61,67.17
1963,1963,175.88,60.11
1964,1964,174.59,57.45
1965,1965,175.28,56.84
1966,1966,174.48,58.95
1967,1967,174.09,55.84
1968,1968,171.92,58.88
1969,1969,176.8,62.82
1970,1970,175.04,59.21
1971,1971,168.08,51.36
1972,1972,171.35,63.28
1973,1973,185,67.41
1974,1974,172.79,56.06
1975,1975,174.03,60.02
1976,1976,180.05,59.48
1977,1977,165.86,52.78
1978,1978,167.04,49.43
1979,1979,166.27,58.59
1980,1980,167.62,51.93
1981,1981,166.57,61.67
1982,1982,177.05,65.5
1983,1983,168.14,48.91
1984,1984,173.31,55.3
1985,1985,167.59,55.87
1986,1986,181.02,60.53
1987,1987,175.09,67.4
1988,1988,171.11,54.49
1989,1989,178.11,49.97
1990,1990,174.88,62.34
1991,1991,171.76,60.01
1992,1992,170.53,61.8
1993,1993,178.79,62.18
1994,1994,174.45,61.09
1995,1995,169.99,53.84
1996,1996,177.48,65.25
1997,1997,172.57,58.22
1998,1998,173.98,57.07
1999,1999,176.42,54.85
2000,2000,172.03,56.8
2001,2001,177.43,64.05
2002,2002,169.24,63.94
2003,2003,168.56,52.94
2004,2004,173.3,59.42
2005,2005,173.75,60.97
2006,2006,173.85,60.31
2007,2007,180.19,62.39
2008,2008,176.93,59
2009,2009,165.27,49.64
2010,2010,182.41,64.72
2011,2011,167.45,46.03
2012,2012,168.96,50.9
2013,2013,179.14,59.38
2014,2014,168.28,59.36
2015,2015,164.41,50.53
2016,2016,162.05,50.21
2017,2017,166.07,57.74
2018,2018,166.56,48.79
2019,2019,169.1,52.15
2020,2020,170.91,50.79
2021,2021,168,58.02
2022,2022,167.94,54.12
2023,2023,171.91,56.44
2024,2024,174.62,57.09
2025,2025,169.14,50.46
2026,2026,165.15,57.86
2027,2027,175.98,56.54
2028,2028,170.67,55.71
2029,2029,177.33,53.32
2030,2030,169.05,54.69
2031,2031,168.01,54.96
2032,2032,177.62,66.41
2033,2033,169.42,57.08
2034,2034,171.91,58.05
2035,2035,172.41,58.68
2036,2036,171.84,55.05
2037,2037,175.31,57.94
2038,2038,179.28,57.6
2039,2039,180.08,63.79
2040,2040,174.04,63.49
2041,2041,169.21,60.15
2042,2042,167.82,52.55
2043,2043,173.11,54.94
2044,2044,185.16,66.83
2045,2045,177.55,62.91
2046,2046,168.92,54.75
2047,2047,175.95,57
2048,2048,179.16,61.33
2049,2049,165.42,48.75
2050,2050,178.67,55.71
2051,2051,175.59,59.67
2052,2052,165.64,49.98
2053,2053,170.4,45.41
2054,2054,164.23,48.28
2055,2055,168.35,54.91
2056,2056,181.11,59.14
2057,2057,169.96,60.08
2058,2058,179.94,60.07
2059,2059,169.31,53.38
2060,2060,168.76,56.71
2061,2061,169.18,56.79
2062,2062,168.63,53.21
2063,2063,169.81,59.26
2064,2064,174.01,58.13
2065,2065,161.16,53.64
2066,2066,171.57,58.65
2067,2067,166.15,52.88
2068,2068,169.97,66.52
2069,2069,171.7,54.46
2070,2070,170.32,61.73
2071,2071,172.72,58.97
2072,2072,178.66,61.08
2073,2073,175.52,57.2
2074,2074,173.04,64.63
2075,2075,171.58,54.94
2076,2076,174.71,50.37
2077,2077,169.23,59.08
2078,2078,172.43,62.89
2079,2079,172.09,56.67
2080,2080,173.55,64.16
2081,2081,180.47,67.85
2082,2082,173.02,53.74
2083,2083,168.76,54.1
2084,2084,181.5,61.11
2085,2085,174.26,60.32
2086,2086,179.9,66.72
2087,2087,174.98,53.31
2088,2088,170.57,55.65
2089,2089,174.66,56.98
2090,2090,179.15,64.89
2091,2091,168.86,57.63
2092,2092,172.57,51.52
2093,2093,174.74,59.31
2094,2094,177.69,58.67
2095,2095,169.05,56.84
2096,2096,165.48,47.73
2097,2097,178.82,59.09
2098,2098,173.53,68.88
2099,2099,166.65,65.21
2100,2100,179.42,61.7
2101,2101,165.31,53.19
2102,2102,163.37,51.9
2103,2103,167.77,52.14
2104,2104,171.09,55.2
2105,2105,178.15,68.04
2106,2106,171.44,55.34
2107,2107,170.47,52.36
2108,2108,170.89,60.39
2109,2109,169.05,64.07
2110,2110,173.07,59.25
2111,2111,174.09,64.85
2112,2112,174.06,62.53
2113,2113,179.76,54.79
2114,2114,169.49,47.36
2115,2115,168.42,54.5
2116,2116,168.06,52.89
2117,2117,166.44,57.81
2118,2118,180.38,58.33
2119,2119,162.75,59.85
2120,2120,170.38,61.72
2121,2121,169.98,51.75
2122,2122,162.36,53.35
2123,2123,169.59,55.16
2124,2124,170.97,53.21
2125,2125,170.04,62.39
2126,2126,177.74,60.35
2127,2127,168.7,51.71
2128,2128,176.43,62.01
2129,2129,168.84,56.82
2130,2130,171.96,55.04
2131,2131,174.26,55.88
2132,2132,169.73,48.83
2133,2133,168.44,53.08
2134,2134,175.54,57.22
2135,2135,167.5,52.24
2136,2136,177.45,65.12
2137,2137,163.97,51.3
2138,2138,166.53,59.69
2139,2139,165.3,57
2140,2140,168.41,52.5
2141,2141,174.33,62.99
2142,2142,171.18,55.15
2143,2143,169.5,63.93
2144,2144,166.57,57.97
2145,2145,172.66,59.86
2146,2146,168.31,58.63
2147,2147,166.77,53.81
2148,2148,168.45,47.89
2149,2149,165.48,56.55
